Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitche0.0001bvGr,KitchenQual,TotRmsAbvGrd,Functio0.0001l,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
41.00,20.00,RL,84.00,8658.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,6.00,5.00,1965.00,1965.00,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.00,TA,TA,CBlock,TA,TA,No,Rec,643.00,Unf,0.00,445.00,1088.00,GasA,Ex,Y,SBrkr,1324.00,0.00,0.00,1324.00,0.00,0.00,2.00,0.00,3.00,1.00,TA,6.00,Typ,1.00,Attchd,1965.00,RFn,2.00,440.00,TA,TA,Y,0.00,138.00,0.00,0.00,0.00,0.00,0.00,12.00,2006.00,WD,Abnorml,160000.00
42.00,20.00,RL,115.00,16905.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5.00,6.00,1959.00,1959.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,Gd,CBlock,TA,TA,Gd,BLQ,967.00,Unf,0.00,383.00,1350.00,GasA,Gd,Y,SBrkr,1328.00,0.00,0.00,1328.00,0.00,1.00,1.00,1.00,2.00,1.00,TA,5.00,Typ,2.00,Attchd,1959.00,RFn,1.00,308.00,TA,TA,P,0.00,104.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00,WD,Normal,170000.00
43.00,85.00,RL,0.00,9180.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5.00,7.00,1983.00,1983.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,TA,TA,CBlock,Gd,TA,Av,ALQ,747.00,LwQ,93.00,0.00,840.00,GasA,Gd,Y,SBrkr,884.00,0.00,0.00,884.00,1.00,0.00,1.00,0.00,2.00,1.00,Gd,5.00,Typ,0.00,Attchd,1983.00,RFn,2.00,504.00,TA,Gd,Y,240.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2007.00,WD,Normal,144000.00
44.00,20.00,RL,0.00,9200.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.00,6.00,1975.00,1980.00,Hip,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,CBlock,Gd,TA,Av,LwQ,280.00,BLQ,491.00,167.00,938.00,GasA,TA,Y,SBrkr,938.00,0.00,0.00,938.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,5.00,Typ,0.00,Detchd,1977.00,Unf,1.00,308.00,TA,TA,Y,145.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00,WD,Normal,130250.00
45.00,20.00,RL,70.00,7945.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,5.00,6.00,1959.00,1959.00,Gable,CompShg,BrkFace,Wd Sdng,None,0.00,TA,TA,CBlock,TA,TA,No,ALQ,179.00,BLQ,506.00,465.00,1150.00,GasA,Ex,Y,FuseA,1150.00,0.00,0.00,1150.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,6.00,Typ,0.00,Attchd,1959.00,RFn,1.00,300.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00,WD,Normal,141000.00
46.00,120.00,RL,61.00,7658.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9.00,5.00,2005.00,2005.00,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.00,Ex,TA,PConc,Ex,TA,No,GLQ,456.00,Unf,0.00,1296.00,1752.00,GasA,Ex,Y,SBrkr,1752.00,0.00,0.00,1752.00,1.00,0.00,2.00,0.00,2.00,1.00,Ex,6.00,Typ,1.00,Attchd,2005.00,RFn,2.00,576.00,TA,TA,Y,196.00,82.00,0.00,0.00,0.00,0.00,0.00,2.00,2010.00,WD,Normal,319900.00
47.00,50.00,RL,48.00,12822.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7.00,5.00,2003.00,2003.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Ex,TA,No,GLQ,1351.00,Unf,0.00,83.00,1434.00,GasA,Ex,Y,SBrkr,1518.00,631.00,0.00,2149.00,1.00,0.00,1.00,1.00,1.00,1.00,Gd,6.00,Typ,1.00,Attchd,2003.00,RFn,2.00,670.00,TA,TA,Y,168.00,43.00,0.00,0.00,198.00,0.00,0.00,8.00,2009.00,WD,Abnorml,239686.00
48.00,20.00,FV,84.00,11096.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.00,5.00,2006.00,2006.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Gd,TA,Av,GLQ,24.00,Unf,0.00,1632.00,1656.00,GasA,Ex,Y,SBrkr,1656.00,0.00,0.00,1656.00,0.00,0.00,2.00,0.00,3.00,1.00,Gd,7.00,Typ,0.00,Attchd,2006.00,RFn,3.00,826.00,TA,TA,Y,0.00,146.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00,WD,Normal,249700.00
49.00,190.00,RM,33.00,4456.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4.00,5.00,1920.00,2008.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,BrkTil,TA,TA,No,Unf,0.00,Unf,0.00,736.00,736.00,GasA,Gd,Y,SBrkr,736.00,716.00,0.00,1452.00,0.00,0.00,2.00,0.00,2.00,3.00,TA,8.00,Typ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,102.00,0.00,0.00,0.00,0.00,6.00,2009.00,New,Partial,113000.00
50.00,20.00,RL,66.00,7742.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.00,7.00,1966.00,1966.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,TA,TA,CBlock,TA,TA,No,BLQ,763.00,Unf,0.00,192.00,955.00,GasA,Ex,Y,SBrkr,955.00,0.00,0.00,955.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,6.00,Typ,0.00,Attchd,1966.00,Unf,1.00,386.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2007.00,WD,Normal,127000.00
51.00,60.00,RL,0.00,13869.00,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.00,6.00,1997.00,1997.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,PConc,Gd,TA,Av,GLQ,182.00,Unf,0.00,612.00,794.00,GasA,Gd,Y,SBrkr,794.00,676.00,0.00,1470.00,0.00,1.00,2.00,0.00,3.00,1.00,TA,6.00,Typ,0.00,Attchd,1997.00,Fin,2.00,388.00,TA,TA,Y,0.00,75.00,0.00,0.00,0.00,0.00,0.00,7.00,2007.00,WD,Normal,177000.00
52.00,50.00,RM,52.00,6240.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6.00,6.00,1934.00,1950.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,PConc,TA,TA,No,Unf,0.00,Unf,0.00,816.00,816.00,GasA,TA,Y,SBrkr,816.00,0.00,360.00,1176.00,0.00,0.00,1.00,0.00,3.00,1.00,TA,6.00,Typ,1.00,Detchd,1985.00,Unf,2.00,528.00,TA,TA,Y,112.00,0.00,0.00,0.00,0.00,0.00,400.00,9.00,2006.00,WD,Normal,114500.00
53.00,90.00,RM,110.00,8472.00,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5.00,5.00,1963.00,1963.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104.00,GLQ,712.00,0.00,816.00,GasA,TA,N,SBrkr,816.00,0.00,0.00,816.00,1.00,0.00,1.00,0.00,2.00,1.00,TA,5.00,Typ,0.00,CarPort,1963.00,Unf,2.00,516.00,TA,TA,Y,106.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00,WD,Normal,110000.00
54.00,20.00,RL,68.00,50271.00,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9.00,5.00,1981.00,1987.00,Gable,WdShngl,WdShing,Wd Shng,None,0.00,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.00,Unf,0.00,32.00,1842.00,GasA,Gd,Y,SBrkr,1842.00,0.00,0.00,1842.00,2.00,0.00,0.00,1.00,0.00,1.00,Gd,5.00,Typ,1.00,Attchd,1981.00,Fin,3.00,894.00,TA,TA,Y,857.00,72.00,0.00,0.00,0.00,0.00,0.00,11.00,2006.00,WD,Normal,385000.00
55.00,80.00,RL,60.00,7134.00,Pave,Reg,Bnk,AllPub,Inside,Mod,0.0001mes,Norm,Norm,1Fam,SLvl,5.00,5.00,1955.00,1955.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,CBlock,TA,TA,No,ALQ,384.00,Unf,0.00,0.00,384.00,GasA,TA,Y,SBrkr,1360.00,0.00,0.00,1360.00,0.00,0.00,1.00,0.00,3.00,1.00,TA,6.00,Min1,1.00,Detchd,1962.00,Unf,2.00,572.00,TA,TA,Y,0.00,50.00,0.00,0.00,0.00,0.00,0.00,2.00,2007.00,WD,Normal,130000.00
56.00,20.00,RL,100.00,10175.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,6.00,5.00,1964.00,1964.00,Gable,CompShg,HdBoard,Plywood,BrkFace,272.00,TA,TA,CBlock,TA,TA,No,BLQ,490.00,Unf,0.00,935.00,1425.00,GasA,Gd,Y,SBrkr,1425.00,0.00,0.00,1425.00,0.00,0.00,2.00,0.00,3.00,1.00,TA,7.00,Typ,1.00,Attchd,1964.00,RFn,2.00,576.00,TA,TA,Y,0.00,0.00,0.00,407.00,0.00,0.00,0.00,7.00,2008.00,WD,Normal,180500.00
57.00,160.00,FV,24.00,2645.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8.00,5.00,1999.00,2000.00,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.00,Gd,TA,PConc,Gd,TA,No,GLQ,649.00,Unf,0.00,321.00,970.00,GasA,Ex,Y,SBrkr,983.00,756.00,0.00,1739.00,1.00,0.00,2.00,1.00,3.00,1.00,Gd,7.00,Typ,0.00,Attchd,1999.00,Fin,2.00,480.00,TA,TA,Y,115.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2009.00,WD,Abnorml,172500.00
58.00,60.00,RL,89.00,11645.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.00,5.00,2004.00,2004.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,860.00,860.00,GasA,Ex,Y,SBrkr,860.00,860.00,0.00,1720.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,7.00,Typ,0.00,Attchd,2004.00,RFn,2.00,565.00,TA,TA,Y,0.00,70.00,0.00,0.00,0.00,0.00,0.00,8.00,2006.00,WD,Normal,196500.00
59.00,60.00,RL,66.00,13682.00,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10.00,5.00,2006.00,2006.00,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.00,Ex,TA,PConc,Ex,TA,Gd,Unf,0.00,Unf,0.00,1410.00,1410.00,GasA,Ex,Y,SBrkr,1426.00,1519.00,0.00,2945.00,0.00,0.00,3.00,1.00,3.00,1.00,Gd,10.00,Typ,1.00,BuiltIn,2006.00,Fin,3.00,641.00,TA,TA,Y,192.00,0.00,37.00,0.00,0.00,0.00,0.00,10.00,2006.00,New,Partial,438780.00
60.00,20.00,RL,60.00,7200.00,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.00,7.00,1972.00,1972.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,TA,TA,CBlock,TA,TA,Av,ALQ,632.00,Unf,0.00,148.00,780.00,GasA,Ex,Y,SBrkr,780.00,0.00,0.00,780.00,0.00,0.00,1.00,0.00,2.00,1.00,TA,4.00,Typ,0.00,Detchd,1973.00,Unf,1.00,352.00,TA,TA,Y,196.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2008.00,WD,Normal,124900.00
61.00,20.00,RL,63.00,13072.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6.00,5.00,2004.00,2004.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,PConc,Gd,TA,No,ALQ,941.00,Unf,0.00,217.00,1158.00,GasA,Ex,Y,SBrkr,1158.00,0.00,0.00,1158.00,1.00,0.00,1.00,1.00,3.00,1.00,Gd,5.00,Typ,0.00,Detchd,2006.00,Unf,2.00,576.00,TA,TA,Y,0.00,50.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00,New,Partial,158000.00
62.00,75.00,RM,60.00,7200.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5.00,7.00,1920.00,1996.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,BrkTil,TA,Fa,No,Unf,0.00,Unf,0.00,530.00,530.00,GasA,TA,N,SBrkr,581.00,530.00,0.00,1111.00,0.00,0.00,1.00,0.00,3.00,1.00,Fa,6.00,Typ,0.00,Detchd,1935.00,Unf,1.00,288.00,TA,TA,N,0.00,0.00,144.00,0.00,0.00,0.00,0.00,3.00,2007.00,WD,Normal,101000.00
63.00,120.00,RL,44.00,6442.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8.00,5.00,2006.00,2006.00,Gable,CompShg,VinylSd,VinylSd,Stone,178.00,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.00,Unf,0.00,1346.00,1370.00,GasA,Ex,Y,SBrkr,1370.00,0.00,0.00,1370.00,0.00,0.00,2.00,0.00,2.00,1.00,Gd,6.00,Typ,1.00,Attchd,2006.00,RFn,2.00,484.00,TA,TA,Y,120.00,49.00,0.00,0.00,0.00,0.00,0.00,10.00,2007.00,WD,Normal,202500.00
64.00,70.00,RM,50.00,10300.00,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7.00,6.00,1921.00,1950.00,Gable,CompShg,Stucco,Stucco,None,0.00,TA,TA,BrkTil,TA,TA,No,Unf,0.00,Unf,0.00,576.00,576.00,GasA,Gd,Y,SBrkr,902.00,808.00,0.00,1710.00,0.00,0.00,2.00,0.00,3.00,1.00,TA,9.00,Typ,0.00,Detchd,1990.00,Unf,2.00,480.00,TA,TA,Y,12.00,11.00,64.00,0.00,0.00,0.00,0.00,4.00,2010.00,WD,Normal,140000.00
65.00,60.00,RL,0.00,9375.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.00,5.00,1997.00,1998.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.00,TA,TA,PConc,Gd,TA,No,GLQ,739.00,Unf,0.00,318.00,1057.00,GasA,Ex,Y,SBrkr,1057.00,977.00,0.00,2034.00,1.00,0.00,2.00,1.00,3.00,1.00,Gd,8.00,Typ,0.00,Attchd,1998.00,RFn,2.00,645.00,TA,TA,Y,576.00,36.00,0.00,0.00,0.00,0.00,0.00,2.00,2009.00,WD,Normal,219500.00
66.00,60.00,RL,76.00,9591.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.00,5.00,2004.00,2005.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.00,Gd,TA,PConc,Ex,TA,Av,Unf,0.00,Unf,0.00,1143.00,1143.00,GasA,Ex,Y,SBrkr,1143.00,1330.00,0.00,2473.00,0.00,0.00,2.00,1.00,4.00,1.00,Gd,9.00,Typ,1.00,BuiltIn,2004.00,RFn,3.00,852.00,TA,TA,Y,192.00,151.00,0.00,0.00,0.00,0.00,0.00,10.00,2007.00,WD,Normal,317000.00
67.00,20.00,RL,0.00,19900.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,0.0001mes,PosA,Norm,1Fam,1Story,7.00,5.00,1970.00,1989.00,Gable,CompShg,Plywood,Plywood,BrkFace,287.00,TA,TA,CBlock,Gd,TA,Gd,GLQ,912.00,Unf,0.00,1035.00,1947.00,GasA,TA,Y,SBrkr,2207.00,0.00,0.00,2207.00,1.00,0.00,2.00,0.00,3.00,1.00,TA,7.00,Min1,1.00,Attchd,1970.00,RFn,2.00,576.00,TA,TA,Y,301.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2010.00,WD,Normal,180000.00
68.00,20.00,RL,72.00,10665.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.00,5.00,2003.00,2003.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.00,Gd,TA,PConc,Gd,TA,Av,GLQ,1013.00,Unf,0.00,440.00,1453.00,GasA,Ex,Y,SBrkr,1479.00,0.00,0.00,1479.00,1.00,0.00,2.00,0.00,3.00,1.00,Gd,7.00,Typ,0.00,Attchd,2003.00,RFn,2.00,558.00,TA,TA,Y,144.00,29.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00,WD,Normal,226000.00
69.00,30.00,RM,47.00,4608.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4.00,6.00,1945.00,1950.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,Gd,CBlock,TA,TA,No,Unf,0.00,Unf,0.00,747.00,747.00,GasA,TA,Y,SBrkr,747.00,0.00,0.00,747.00,0.00,0.00,1.00,0.00,2.00,1.00,TA,4.00,Typ,0.00,Attchd,1945.00,Unf,1.00,220.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2010.00,WD,Normal,80000.00
70.00,50.00,RL,81.00,15593.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7.00,4.00,1953.00,1953.00,Gable,CompShg,BrkFace,AsbShng,None,0.00,Gd,TA,CBlock,TA,TA,No,BLQ,603.00,Unf,0.00,701.00,1304.00,GasW,TA,Y,SBrkr,1304.00,983.00,0.00,2287.00,0.00,0.00,2.00,0.00,3.00,1.00,TA,7.00,Typ,1.00,Attchd,1953.00,Fin,2.00,667.00,TA,TA,Y,0.00,21.00,114.00,0.00,0.00,0.00,0.00,7.00,2006.00,WD,Normal,225000.00
71.00,20.00,RL,95.00,13651.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,7.00,6.00,1973.00,1973.00,Gable,CompShg,Plywood,Plywood,BrkFace,1115.00,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880.00,Unf,0.00,343.00,2223.00,GasA,Ex,Y,SBrkr,2223.00,0.00,0.00,2223.00,1.00,0.00,2.00,0.00,3.00,1.00,TA,8.00,Typ,2.00,Attchd,1973.00,Fin,2.00,516.00,TA,TA,Y,300.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2007.00,WD,Normal,244000.00
72.00,20.00,RL,69.00,7599.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4.00,6.00,1982.00,2006.00,Gable,CompShg,HdBoard,Plywood,None,0.00,TA,TA,CBlock,TA,TA,No,ALQ,565.00,Unf,0.00,280.00,845.00,GasA,TA,Y,SBrkr,845.00,0.00,0.00,845.00,1.00,0.00,1.00,0.00,2.00,1.00,TA,4.00,Typ,0.00,Detchd,1987.00,Unf,2.00,360.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2007.00,WD,Normal,129500.00
73.00,60.00,RL,74.00,10141.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.00,5.00,1998.00,1998.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.00,TA,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,832.00,832.00,GasA,Gd,Y,SBrkr,885.00,833.00,0.00,1718.00,0.00,0.00,2.00,1.00,3.00,1.00,TA,7.00,Typ,1.00,Attchd,1998.00,Fin,2.00,427.00,TA,TA,Y,0.00,94.00,0.00,0.00,291.00,0.00,0.00,12.00,2009.00,WD,Normal,185000.00
74.00,20.00,RL,85.00,10200.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,5.00,7.00,1954.00,2003.00,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.00,TA,TA,CBlock,TA,TA,No,ALQ,320.00,BLQ,362.00,404.00,1086.00,GasA,Gd,Y,SBrkr,1086.00,0.00,0.00,1086.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,6.00,Typ,0.00,Attchd,1989.00,Unf,2.00,490.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2010.00,WD,Normal,144900.00
75.00,50.00,RM,60.00,5790.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3.00,6.00,1915.00,1950.00,Gambrel,CompShg,VinylSd,VinylSd,None,0.00,Gd,Gd,CBlock,Fa,TA,No,Unf,0.00,Unf,0.00,840.00,840.00,GasA,Gd,N,SBrkr,840.00,765.00,0.00,1605.00,0.00,0.00,2.00,0.00,3.00,2.00,TA,8.00,Typ,0.00,Detchd,1915.00,Unf,1.00,379.00,TA,TA,Y,0.00,0.00,202.00,0.00,0.00,0.00,0.00,5.00,2010.00,WD,Normal,107400.00
76.00,180.00,RM,21.00,1596.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4.00,5.00,1973.00,1973.00,Gable,CompShg,CemntBd,CmentBd,None,0.00,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.00,Unf,0.00,0.00,462.00,GasA,TA,Y,SBrkr,526.00,462.00,0.00,988.00,1.00,0.00,1.00,0.00,2.00,1.00,TA,5.00,Typ,0.00,BuiltIn,1973.00,Unf,1.00,297.00,TA,TA,Y,120.00,101.00,0.00,0.00,0.00,0.00,0.00,11.00,2009.00,WD,Normal,91000.00
77.00,20.00,RL,0.00,8475.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,4.00,7.00,1956.00,1956.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,CBlock,TA,TA,No,ALQ,228.00,Unf,0.00,724.00,952.00,GasA,Ex,Y,FuseA,952.00,0.00,0.00,952.00,0.00,0.00,1.00,0.00,2.00,1.00,TA,4.00,Typ,0.00,Detchd,1956.00,Unf,1.00,283.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2008.00,WD,Normal,135750.00
78.00,50.00,RM,50.00,8635.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.00,5.00,1948.00,2001.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,CBlock,TA,TA,No,BLQ,336.00,GLQ,41.00,295.00,672.00,GasA,TA,Y,SBrkr,1072.00,213.00,0.00,1285.00,1.00,0.00,1.00,0.00,2.00,1.00,TA,6.00,Min1,0.00,Detchd,1948.00,Unf,1.00,240.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2008.00,WD,Normal,127000.00
79.00,90.00,RL,72.00,10778.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4.00,5.00,1968.00,1968.00,Hip,CompShg,HdBoard,HdBoard,None,0.00,TA,TA,CBlock,TA,TA,No,Unf,0.00,Unf,0.00,1768.00,1768.00,GasA,TA,N,SBrkr,1768.00,0.00,0.00,1768.00,0.00,0.00,2.00,0.00,4.00,2.00,TA,8.00,Typ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00,WD,Normal,136500.00
80.00,50.00,RM,60.00,10440.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5.00,6.00,1910.00,1981.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,PConc,TA,TA,No,Unf,0.00,Unf,0.00,440.00,440.00,GasA,Gd,Y,SBrkr,682.00,548.00,0.00,1230.00,0.00,0.00,1.00,1.00,2.00,1.00,TA,5.00,Typ,0.00,Detchd,1966.00,Unf,2.00,440.00,TA,TA,Y,74.00,0.00,128.00,0.00,0.00,0.00,0.00,5.00,2009.00,WD,Normal,110000.00
81.00,60.00,RL,100.00,13000.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,0.0001mes,Norm,Norm,1Fam,2Story,6.00,6.00,1968.00,1968.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.00,TA,Gd,CBlock,Gd,TA,No,Rec,448.00,Unf,0.00,448.00,896.00,GasA,TA,Y,SBrkr,1182.00,960.00,0.00,2142.00,0.00,0.00,2.00,1.00,4.00,1.00,Gd,8.00,Typ,1.00,Attchd,1968.00,Fin,1.00,509.00,TA,TA,Y,0.00,72.00,0.00,0.00,252.00,0.00,0.00,6.00,2009.00,WD,Normal,193500.00
82.00,120.00,RM,32.00,4500.00,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6.00,5.00,1998.00,1998.00,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.00,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.00,Unf,0.00,36.00,1237.00,GasA,Ex,Y,SBrkr,1337.00,0.00,0.00,1337.00,1.00,0.00,2.00,0.00,2.00,1.00,TA,5.00,Typ,0.00,Attchd,1998.00,Fin,2.00,405.00,TA,TA,Y,0.00,199.00,0.00,0.00,0.00,0.00,0.00,3.00,2006.00,WD,Normal,153500.00
